date,product_id,sales_amount,store_location
1/31/2025,P008,1200,Michigan
1/31/2025,P003,75,Colorado
1/31/2025,P003,1500,New Jersey
2/1/2025,P010,30,Illinois
2/1/2025,P007,2000,Alaska
2/1/2025,P008,50,Maryland
2/1/2025,P001,50,West Virginia
2/1/2025,P007,120,Louisiana
2/1/2025,P003,90,Kentucky
2/1/2025,P004,75,New York
2/1/2025,P001,60,Utah
2/1/2025,P005,600,New York
2/1/2025,P011,900,Georgia
2/1/2025,P006,50,Georgia
2/1/2025,P010,60,Pennsylvania
2/1/2025,P001,150,Washington
2/1/2025,P008,1200,New Jersey
2/1/2025,P011,300,Nevada
2/1/2025,P006,1500,Texas
2/1/2025,P005,1200,New York
2/1/2025,P012,100,Nevada
2/1/2025,P008,75,North Dakota
2/1/2025,P004,200,Nevada
2/1/2025,P003,75,Montana
2/1/2025,P009,50,Montana
2/1/2025,P010,200,Hawaii
2/2/2025,P004,120,Maine
2/2/2025,P002,120,Minnesota
2/2/2025,P008,60,State
2/2/2025,P003,500,Maryland
2/2/2025,P011,120,West Virginia
2/2/2025,P003,200,Rhode Island
2/2/2025,P005,75,Kentucky
2/2/2025,P001,60,Texas
2/2/2025,P006,2000,Michigan
2/2/2025,P001,900,Minnesota
2/2/2025,P004,200,Alaska
2/2/2025,P011,2000,Pennsylvania
2/2/2025,P009,120,Georgia
2/2/2025,P007,60,Colorado
2/2/2025,P009,300,Maryland
2/2/2025,P002,1200,Rhode Island
2/2/2025,P001,100,Montana
2/2/2025,P010,200,Vermont
2/2/2025,P005,50,Illinois
2/2/2025,P004,300,Mississippi
2/2/2025,P001,900,District of Columbia
2/2/2025,P010,60,New Hampshire
2/2/2025,P009,100,Rhode Island
45690,,,
2/3/2025,P002,150,Florida
2/3/2025,P001,900,Nebraska
2/3/2025,P010,30,Iowa
2/3/2025,P008,1200,New Jersey
2/3/2025,P002,50,South Carolina
2/3/2025,P008,300,Utah
2/3/2025,P009,2000,Ohio
2/3/2025,P008,200,Nevada
2/3/2025,P007,2000,Iowa
2/3/2025,P005,1000,Kentucky
2/3/2025,P004,1500,Minnesota
2/3/2025,P006,200,Oregon
2/3/2025,P006,100,Ohio
2/3/2025,P009,500,District of Columbia
2/3/2025,P008,300,Tennessee
2/3/2025,P010,100,Hawaii
2/3/2025,P005,500,Hawaii
2/3/2025,P012,30,Rhode Island
2/3/2025,P004,900,Maine
2/3/2025,P004,120,Connecticut
2/3/2025,P007,120,Indiana
2/3/2025,P002,50,Ohio
2/3/2025,P010,2000,Minnesota
2/3/2025,P006,1500,District of Columbia
2/3/2025,P007,150,Illinois
2/3/2025,P002,60,Oregon
2/3/2025,P002,1000,Maine
2/3/2025,P012,50,Mississippi
2/3/2025,P012,50,Hawaii
2/3/2025,P011,150,North Carolina
2/4/2025,P009,50,New Hampshire
2/4/2025,P012,50,Washington
2/4/2025,P002,150,Connecticut
2/4/2025,P012,50,New York
2/4/2025,P001,300,Arizona
2/4/2025,P004,25,Georgia
2/4/2025,P007,300,Georgia
2/4/2025,P003,120,North Carolina
2/4/2025,P008,50,Missouri
2/4/2025,P011,500,New York
2/4/2025,P001,100,Louisiana
2/4/2025,P005,120,West Virginia
2/4/2025,P010,1200,Alaska
2/4/2025,P006,25,Iowa
2/4/2025,P011,100,Hawaii
2/4/2025,P007,100,New Hampshire
2/4/2025,P004,60,Connecticut
2/4/2025,P012,30,Washington
2/4/2025,P008,100,Alabama
2/4/2025,P007,900,Nevada
2/4/2025,P008,500,Vermont
2/4/2025,P012,30,Pennsylvania
2/4/2025,P002,25,Michigan
2/4/2025,P006,50,South Carolina
2/4/2025,P003,120,Maine
2/4/2025,P012,500,Idaho
2/5/2025,P003,100,Indiana
2/5/2025,P004,30,Idaho
2/5/2025,P003,100,West Virginia
2/5/2025,P010,100,Texas
2/5/2025,P012,500,Arkansas
2/5/2025,P011,600,Hawaii
2/5/2025,P012,1000,Arizona
2/5/2025,P002,900,Alaska
2/5/2025,P008,30,Louisiana
2/5/2025,P007,60,Missouri
2/5/2025,P006,900,Louisiana
2/5/2025,P010,100,New Hampshire
2/5/2025,P004,120,District of Columbia
2/5/2025,P012,100,Rhode Island
2/5/2025,P005,200,Kentucky
2/5/2025,P012,100,Mississippi
2/5/2025,P007,75,Maine
2/5/2025,P012,900,Nevada
2/5/2025,P004,120,Alabama
2/5/2025,P005,300,North Dakota
2/5/2025,P008,150,Colorado
2/5/2025,P003,25,Nevada
2/5/2025,P001,120,Oregon
2/5/2025,P001,500,Missouri
2/5/2025,P010,50,New Jersey
2/5/2025,P005,1200,Kansas
2/5/2025,P002,300,Colorado
2/5/2025,P011,25,Delaware
2/5/2025,P002,150,Tennessee
2/5/2025,P008,1000,Pennsylvania
2/6/2025,P007,900,Massachusetts
2/6/2025,P002,500,Virginia
2/6/2025,P002,600,Rhode Island
2/6/2025,P004,600,Connecticut
2/6/2025,P003,300,Iowa
2/6/2025,P001,900,Oklahoma
2/6/2025,P002,25,Washington
2/6/2025,P010,150,Idaho
2/6/2025,P002,25,New York
2/6/2025,P002,25,Montana
2/6/2025,P002,50,Kansas
2/6/2025,P010,100,Florida
2/6/2025,P003,75,Ohio
2/6/2025,P007,600,Mississippi
2/6/2025,P012,200,Montana
2/6/2025,P009,300,Minnesota
2/6/2025,P005,100,Oklahoma
2/6/2025,P007,75,Montana
2/6/2025,P003,50,Kansas
2/6/2025,P008,2000,Indiana
2/6/2025,P004,90,Texas
2/6/2025,P003,150,Florida
2/6/2025,P001,30,Iowa
2/6/2025,P002,75,Virginia
2/6/2025,P007,150,Nebraska
2/6/2025,P005,50,West Virginia
2/6/2025,P012,75,Delaware
2/6/2025,P010,50,Tennessee
2/6/2025,P007,75,Illinois
2/6/2025,P006,200,Louisiana
2/6/2025,P001,75,Illinois
2/7/2025,P004,600,New Jersey
2/7/2025,P002,200,North Carolina
2/7/2025,P010,75,Kansas
2/7/2025,P009,100,Pennsylvania
2/7/2025,P008,1200,Georgia
2/7/2025,P008,120,Pennsylvania
2/7/2025,P010,900,Arkansas
2/7/2025,P003,120,Louisiana
2/7/2025,P007,100,New Mexico
2/7/2025,P012,200,Florida
2/7/2025,P012,90,Michigan
2/7/2025,P006,100,Mississippi
2/7/2025,P006,1200,Nevada
2/7/2025,P005,75,Washington
2/7/2025,P003,100,Michigan
2/7/2025,P010,30,Ohio
2/7/2025,P004,1200,North Carolina
2/7/2025,P001,30,Kentucky
2/7/2025,P010,150,Connecticut
2/7/2025,P011,900,District of Columbia
2/7/2025,P009,900,Idaho
2/8/2025,P004,100,Alaska
2/8/2025,P006,120,Illinois
2/8/2025,P005,25,Tennessee
2/8/2025,P012,25,Oregon
2/8/2025,P001,1000,Florida
2/8/2025,P002,600,Alaska
2/8/2025,P007,50,Texas
2/8/2025,P003,1000,Ohio
2/8/2025,P005,1200,Kentucky
2/8/2025,P007,30,Michigan
2/8/2025,P001,900,Georgia
2/8/2025,P001,300,Connecticut
2/8/2025,P003,90,Maine
2/8/2025,P009,30,Illinois
2/8/2025,P011,50,Texas
2/8/2025,P012,50,Massachusetts
2/8/2025,P004,300,Georgia
2/8/2025,P001,100,Vermont
2/8/2025,P001,25,Delaware
